Contig	06/29/10	05/22/13	07/10/09	12/23/13	12/11/12	02/23/11	09/18/13	03/13/13	09/28/11	05/17/10	04/29/11	11/29/11	05/22/13	01/15/14	05/21/11	02/13/13	05/22/13	08/11/10	01/26/12	01/16/13	04/27/10	11/23/10	05/21/14	02/11/10	09/10/14	12/20/11	10/21/10	01/11/11	12/23/13	06/22/11	08/19/09	09/24/09	04/24/13	10/21/10	04/10/14	11/28/12	07/21/10	06/29/10	08/14/13	12/23/09	07/17/14	09/10/14	07/20/11	10/22/09	08/14/13	07/09/12	08/14/13	10/22/09	06/29/10	07/21/10	10/25/11	05/21/14	02/11/10	09/10/14	03/13/13	12/11/12	04/10/14	08/11/10	09/18/13	02/12/14	12/20/11	07/10/09	11/28/12	01/16/13	07/18/13	01/26/12	08/17/11	12/16/10	01/11/11	05/21/11	12/20/11	09/15/10	09/24/09	11/13/13	06/22/11	06/19/13	06/20/12	02/16/12	06/19/13	08/19/09	11/28/12	12/23/09	11/23/10	08/17/11	01/26/12	11/29/11	11/29/11	11/13/13	09/15/10	09/28/11	12/23/13	02/16/12	08/15/12	02/12/14	05/17/10	03/24/10	04/29/11	02/23/11	04/27/10	12/16/10	04/24/13	05/30/12	02/13/13	03/24/10	07/18/13	08/15/12	07/20/11	10/25/11	07/17/14	05/30/12	01/15/14
1126415_scaffold01278	3.0157151	501.0446	59.61661	3.5696423	16.537184	9.342254	19.968485	21.861715	3.0688784	6.689461	15.950438	34.142162	368.17468	9.954261	10.721682	10.489084	516.82043	7.7941036	5.9703555	8.375035	10.493587	7.169389	15.418873	3.0808203	6.925507	3.659996	13.085188	3.3000836	18.243303	4.876779	30.509762	9.782063	181.21893	14.197782	28.454489	42.20857	8.023233	52.01978	24.94054	4.899562	3.4007232	6.8178263	3.6151354	4.8216004	0	67.19422	25.85572	5.330278	51.035984	9.737521	4.9321685	17.475481	2.5878062	12.891747	20.697071	15.441956	28.92767	7.7063346	22.209913	9.253948	7.97592	60.853542	16.301895	11.196633	19.922054	4.5418005	11.605931	7.3740463	2.2693536	10.981736	4.105921	4.4153123	9.186574	6.4831753	5.409489	82.00298	60.343487	9.524874	81.03956	29.512905	13.611515	4.4222226	6.8423123	12.229402	1.2154312	7.5012484	9.274446	6.6444583	4.54989	4.8322783	2.233655	10.056962	4.112816	8.5200205	5.946259	5.3458395	15.873573	9.523764	7.8523045	9.314371	171.67528	504.09955	9.197082	4.1109343	20.724516	525.4577	3.6189814	4.4701276	3.2349741	490.9555	11.304941
1126415_scaffold01365	203.15836	22.967829	102.959335	6.457186	16.705439	14.975752	32.0375	22.935009	14.004091	789.1433	236.3544	225.55946	0	19.22491	85.178055	56.08044	22.656137	148.94899	33.60707	4.1888695	32.193516	22.170263	265.97794	10.886689	15.749066	22.866207	30.989317	9.708763	0	38.887436	49.512978	26.082796	19.771534	30.904541	8.1898155	0	167.40994	237.83138	63.788185	29.762697	0.55503386	19.732609	44.36655	16.820757	0	73.7567	58.48453	19.763166	244.76105	176.70285	14.629671	259.2569	11.743592	2.9612827	22.506357	17.844975	7.1668215	147.33011	33.671223	13.341352	66.470825	97.59459	18.306963	6.0182657	45.343693	39.905025	27.77489	18.542728	9.236413	95.07329	21.862328	27.70593	23.351444	9.03238	38.584885	32.263527	78.285805	20.939121	30.710096	52.683773	16.351355	34.581398	19.880892	33.080757	0	32.828552	33.380978	9.278034	26.062849	14.405769	4.81848	20.184057	0	17.128944	795.80835	26.57095	234.15782	13.396502	31.743395	22.383465	20.459763	322.6889	55.404747	23.564503	48.279984	38.386997	44.007584	14.014197	0.92885715	344.14658	21.246439
1126415_scaffold01456	4.541467	6.092721	80.49547	52.186356	4.2035685	35.600506	12.657537	5.6478453	48.475174	37.122	40.58419	0	0	55.80529	342.40933	1.0273733	7.004007	4.131171	45.8987	0.47961605	18.420486	2.4283864	41.059402	3.3960798	11.147255	27.003036	0.74100673	37.639236	43.722595	140.50185	39.229923	22.615232	25.782768	0.6801388	16.026815	0	5.6311693	12.501443	5.460201	11.653112	0.19065036	9.037357	87.97198	25.037203	0	36.994133	6.3378425	22.34038	13.218394	5.890352	22.042322	43.89191	4.13469	2.288656	5.291029	3.6038516	16.452726	3.4962456	12.459559	76.43538	0	78.179276	2.429577	0.95410776	10.610213	42.78431	65.977165	29.45487	33.38831	336.1917	27.817581	0.9959441	26.709522	61.100433	138.00227	22.337765	31.741034	33.009037	23.251732	43.23154	2.873599	12.151544	1.8855156	67.01154	0	7.0235763	4.832835	66.18078	0.63465005	48.8612	43.86055	36.359608	0	75.59968	36.66202	3.513468	37.197807	31.58376	18.46718	24.835125	21.242287	118.77257	0.6320309	3.9807768	9.774585	26.973303	90.9524	20.615541	0	115.37124	61.850613
1126415_scaffold01478	0	34.208637	29.039454	7.9431467	1.5114365	21.215586	4.466694	76.28088	0.4013429	3.0099285	6.2199907	0	0	5.6183033	2.7923098	301.24792	33.931175	1.0797755	6.54169	17.479624	5.5815578	1.1902434	4.402158	10.9487	1.6503986	1.5007033	2.131493	1.1433539	0	1.1898425	37.81282	5.185454	22.150927	1.8528332	6.209028	0	1.2005547	7.210767	3.3828685	44.69673	8.061517	0.649895	1.1277989	25.077412	0	1.5288811	3.7124324	25.34965	6.1743717	1.1602609	1.437275	3.9397435	10.254401	0.76804936	88.24804	1.3024472	5.9482026	1.1477972	4.604722	16.45257	0	21.918814	2.7337904	20.812265	2.156949	6.5447993	1.2175434	11.2534075	0.76050484	1.72831	2.047962	0.55704755	3.7175555	3.173942	0.9524099	7.0231323	1.0058753	9.351129	6.207531	35.095013	3.5505617	47.76679	1.1316661	1.2396884	0	3.8274863	3.7207134	4.125232	1.5102357	0.30040878	6.561129	11.414688	0	22.38078	3.304695	14.514925	7.0286636	21.637074	5.7527385	9.734084	19.999447	6.6485724	300.86816	10.420078	3.4276764	5.3388295	1.6841786	1.5276587	5.2036963	6.6495247	4.5462084
1126415_scaffold01539	0	27.033613	74.225174	4.298502	6.685932	8.203534	13.813205	30.45114	2.7040172	1.9971904	15.2716465	0	0	4.874994	13.874988	2.3756943	29.777334	2.2453408	1.1366638	5.9149995	2.113691	8.997763	2.740133	1.4117901	764.5454	2.2979262	13.381629	3.00127	0	2.9659257	45.99573	20.930323	137.56174	10.402769	6.1298137	0	1.6340702	7.963164	19.209013	4.9962373	0.5878123	760.28735	93.50566	11.48022	0	95.99677	19.067087	13.192439	5.079063	1.7766297	8.275017	1.6304498	1.6582838	307.3443	32.26403	5.4132357	6.0298886	1.9137709	13.129264	2.6658957	0	71.82949	4.0391893	5.1479754	17.405184	0.77686906	9.183612	11.332484	3.4158957	14.606734	2.8745806	1.5069127	25.109999	2.0057325	3.5354214	57.431206	80.72381	0.51400656	60.69569	43.94337	3.8258514	4.3499365	8.906446	7.39319	0	6.489895	6.3546567	3.1902478	1.2748522	2.6833086	5.95355	0.72325003	0	2.9093287	1.7105094	1.1206249	14.910574	10.587	2.212834	12.144936	137.14021	69.86626	3.0312717	0.81823415	16.253635	86.78746	92.35342	6.1840944	0.98371226	73.57294	4.7815013
1126415_scaffold01581	0	0.42748535	107.56867	0	0	0.22188872	0.8161574	0	0	0.1558266	0	0	0	0	0.55273044	0	0.18720919	20.952486	0.14411445	0	1.3982036	4.7630534	0	0.31821677	0	0.2390545	1.9127198	0	0	0.085952334	7.1141543	9.750795	0	1.0843443	0	0	52.554455	0	1.313505	2.7574096	0.39747778	0	0.10947585	0.8030594	0	0	0.84085673	0.7719843	0.062068455	58.399162	0.2381087	0	0.35041532	0	0	0	0	21.352467	0.49322155	0	0	106.77021	0	0	0	0.3151906	0.14007394	0	0	0.5410182	0.2650619	0.6632932	8.660748	2.190903	0.089649245	0.38680175	0	0.7447939	0.07743836	6.80651	0	1.9214118	4.309004	0.27023047	0	0.13434051	0.59269094	0.5177378	0.72171885	0	0	0.4075505	0	0	0.24096748	0.12629415	0	0.4360759	1.4675395	0	0	0	0	0.4149665	0	0	0.18954647	0.21817437	0.59866625	0	0
1126415_scaffold01603	0.58245087	1.4170424	126.15825	2.9990447	1.7893476	5.764269	3.9797196	1.5534431	1.2577202	5.187849	0.72815233	0	0	7.482773	37.404026	0.40516934	1.573902	23.769997	0.7996538	2.7237327	6.0185366	11.962756	0.2243153	20.827265	1.3791962	3.316129	16.550636	5.8579516	0	183.94942	31.784746	49.497337	0.8283547	16.409307	1.536136	0	7.036846	7.943171	1.4355742	53.606926	0.40100026	1.0183139	15.90423	51.581215	0	2.4610412	2.1813645	54.90721	6.073995	7.272005	1.2611488	0.11122782	21.211243	13.639084	1.9475346	2.721055	1.1650225	24.219418	3.9807403	3.1826377	0	130.48256	2.9308486	2.8429687	0.7510448	0.9539516	3.3209093	10.802105	4.9783535	39.21455	1.9788406	15.361846	46.34111	5.683677	183.5706	1.2487347	1.1584978	20.062227	1.4062433	29.239405	4.6017737	51.04557	11.401841	2.6580963	0	3.3205109	1.9433159	3.5257008	14.956691	2.275086	3.590039	20.887041	0	2.7143934	6.3692975	31.598518	1.2045623	5.2242928	9.144543	11.0985775	0.8913616	3.8810594	0.3323421	32.235584	1.2705097	0.9345084	17.822285	1.1555662	0.6039717	3.024892	8.0588045
1126415_scaffold01711	0	0.1269924	59.375156	1.0302781	0.5423862	0.11535324	0.70715934	0.3767031	0	2.5382988	0.1731781	0	0	0.6048465	0.57469577	3.4797504	0.25953174	0.08610723	0.4495245	0.5198326	4.070549	0.10389514	0.4623615	1.406166	0.35535204	0.49710885	0.19122411	0.117228	0	0.44684026	8.352926	0.12833275	0.5122245	0.13008873	0.1319293	0	0.14360827	1.0585711	0.9104688	0.30994466	3.306187	0.52474034	0.1517685	1.2524589	0	3.3188603	1.24896	1.0702168	1.1616305	0.0693942	1.6711044	0.34389627	1.5302309	1.6537089	0.19115631	0.5007743	0.13340881	0.04118925	1.8803475	0.9371561	0	62.880672	1.7813507	0.2585278	0.4423037	0.24578711	0.5825617	0.32743287	0.054582156	0.7356006	0.99214315	0.32983366	0.066703126	0	0.2796356	0.16086923	11.71742	0.5420742	0.16103147	7.3052883	0.92020917	0.1479828	0.039300367	0.35121164	0	0	0	0	0.31266654	0.32340935	1.9060178	0.33899713	0.863309	0.360964	2.1045647	0.6565651	0.41380984	0.056675673	4.0390387	0.4794482	0.57415175	0.6315543	2.055083	0.28763807	0.47614375	1.2427229	0.15766317	0.7939559	3.3197708	0.92369556	0.74155843
1126415_scaffold01828	0	1.315557	109.46041	7.1509075	0	0.17924744	0.14651401	0.1951197	0.9847142	0.61541706	0	0	0	10.025292	0	0	0.53771526	0.089201376	0.15522583	0	0.3012013	0.035876155	0	0.42843956	0	0.12874293	0.039619096	0	0	0	30.077257	10.037288	0.2358358	0.044921096	0.77446324	0	0	0.07310728	0.2357963	9.6324625	0	0	0	16.722872	0	0	0.38815188	17.323025	0	0	0.5770511	0	0.7171222	0	0.09901262	0	0.6910134	0	0	7.4754024	0	101.66872	0	0	0	0.16974609	0.3771845	0	0	0.04482549	0.057099693	0.03106234	10.641401	11.630563	0	0	0	0.2406655	0.08340895	28.438349	0	6.5919156	0.08142514	0.14553277	0	0	0	11.431948	0.032390174	0.5025459	8.943359	0	0	8.974433	0.20763707	1.6323789	0	0.29356116	0.74385345	0.07095378	0.29739153	0.109041385	0.11827386	3.1287262	0	0.32184458	0	0.4699917	0	0.71766543	7.2211294
1126415_scaffold02275	0	10.903995	157.05003	2.9886193	11.453974	1.3384618	3.9385347	0.9834626	0	1.5666107	1.1386671	0	0	3.5090644	1.0258901	1.4535391	13.17482	2.4478335	1.6517028	1.4476078	4.1608453	3.6567187	0.804728	3.4551451	1.2369617	1.1536064	0.7100171	0.06801074	0	8.917782	48.752083	0.297813	0.3301901	1.4591253	1.3266901	0	1.083101	2.4565532	6.2065334	11.058734	0.9590551	0.6088644	2.2452672	19.861052	0	0.9392502	4.202645	19.09251	2.2464304	0.72467256	0.07181514	0.5320376	4.6502523	1.9188244	0.66540504	12.085971	1.5995623	3.7278173	4.5619383	5.002026	0	146.07843	5.212256	1.8998345	3.8490896	1.8062075	1.8588777	2.2795532	0.12666507	0.9037364	1.5988879	0.86979806	0.8513636	2.4543653	8.724519	3.1732044	1.1920581	2.7854702	2.9895573	49.203083	5.092266	10.388259	3.7848687	2.4450984	0	3.8086896	4.9158854	1.2492248	0.43535027	0	3.6426063	3.0484135	0	6.910731	2.616385	3.199656	0.75452155	1.7098033	4.3741226	1.6689337	0.66619736	1.0992035	0.66237366	3.0037584	5.386651	1.586146	2.1495337	0.06580281	0.48149776	1.4736955	3.2696793
1126415_scaffold02397	0.43007702	5.4591265	116.33427	4.3059144	2.7201998	10.468545	6.5865006	11.020676	2.6828835	168.25264	9.305686	0	0	3.791817	7.971031	40.38846	4.1062865	12.904057	18.161053	6.207352	254.60638	5.045181	3.036598	13.976133	3.3946242	4.4520054	3.5164647	5.5993066	2.0958242	2.2054417	38.635307	9.271196	3.601941	3.3656948	1.4703506	0	34.55393	22.41575	4.484685	41.17438	10.610084	1.2531912	4.1682367	16.118908	0	2.8031478	4.026755	19.00954	23.1185	35.714397	2.4389153	4.243369	12.790805	0.98735195	7.875002	4.903417	1.8054484	14.509379	5.919517	4.7000675	0	124.87682	3.3294077	6.9974174	5.1495357	16.924929	1.8260561	9.872487	6.582865	7.698787	4.014899	9.273526	9.08017	6.80034	2.4116054	4.0339932	2.1219854	17.199528	3.9419174	40.822266	1.9440793	44.17679	4.833667	2.1807966	0	5.504127	5.2430096	7.0708246	8.77389	2.2205641	3.2131586	21.555521	0	6.03441	173.70125	244.45383	8.541439	10.219192	248.01144	10.8777275	4.0450287	17.848047	40.899784	229.9534	3.8378212	7.197123	3.8594642	2.2347305	12.140236	19.853828	2.6564984
1126415_scaffold02533	0	106.87293	63.064205	12.676176	1.7350651	1.3483022	55.684086	165.11552	25.836023	18.405962	3.6222277	0	0	17.48827	0.9790412	0	107.21125	37.345013	1.0139782	0	3.4580839	6.860152	11.946339	1.5774413	66.23771	3.8226569	12.751925	0	0	8.613164	32.255375	7.579012	107.76811	12.271005	41.067245	0	43.200836	26.482708	117.48188	12.679719	0	72.74007	41.594242	35.442566	170.55215	33.829212	119.24607	39.008926	28.266977	38.164932	18.580761	11.706259	2.2413592	78.3346	158.63698	0.49290803	39.941097	32.281757	46.059937	20.06296	0	62.849693	14.48435	0	45.440266	3.729696	17.38151	1.5107319	0	1.1712502	4.814975	12.690963	5.170357	21.42088	8.219063	97.47945	22.444954	0.8575057	91.13862	34.40783	14.370142	15.840334	5.5606847	18.667515	0	8.936526	7.2977242	20.69752	13.464284	22.879908	9.104494	0.41709006	0	21.650719	17.755762	4.362199	3.6366925	1.1157079	3.6442928	2.443855	111.75502	140.5151	0.9833061	5.1315455	53.74994	8.065487	42.239838	16.257662	0	140.92381	14.780674
1126415_scaffold02572	0	0	111.803566	2.8109374	1.8833917	0.92985916	0.8769833	0	0	0.66975963	2.2908452	0	0	0	10.197216	0	0	0.9076796	0.09291292	0	0.600963	2.3621676	0.43004802	0.20515953	0	3.0824463	0.5691515	3.9252663	0	0.48026213	37.19211	0.31830359	0.21174498	0.21510597	0	0	14.425753	0	3.951911	0	0.25626037	0	2.587965	0.1725818	0	1.4723483	4.027132	0	0	15.662769	1.5351255	0	0.5873879	0	0	0.99365604	0	0.9194548	0.21199197	0	0	126.53277	1.9209923	0	0.41139203	0	0.99338746	0.8121314	3.7906418	10.303112	2.1190321	1.6733577	0.4963311	3.228596	0.5009188	0	3.3401446	0	0	39.919075	1.4923345	0	1.6083648	0.6968879	0	12.818503	14.6159935	3.3379397	1.6285634	0	2.9199224	0	0	0	0.3107113	0	2.859179	0.84343565	0.22262274	2.1235263	0.2136102	0.3916109	0.2831789	0	0.2952447	4.3537827	2.4929552	1.8285872	0.25731325	0.4295702	0
1126415_scaffold02595	18.974926	1.7384601	26.0885	21.284176	11.879976	22.825546	37.31448	1.0548141	25.27247	0.067210816	39.943012	0	0	26.72193	0.7152079	3.637656	2.0186672	17.627869	13.146661	1.0350891	7.357458	1.6377661	0	6.9998837	3.0956447	51.966686	31.413103	0.07294501	0	0.7414558	44.210915	40.326744	10.341059	34.105923	0.7114716	29.789814	4.021205	26.874748	20.678652	17.743376	0	2.6121535	2.7386966	35.676517	45.85019	150.87404	21.138866	39.12406	28.993258	3.2817163	42.903168	0	6.5292664	2.0580378	0.8326279	14.957108	1.7709551	17.325861	31.697565	16.911192	19.337872	28.365313	21.686945	1.3941952	20.366508	13.764673	3.53436	4.8898754	0.2717096	0.5923524	50.760727	2.388232	40.426807	8.707278	0.8506814	20.820951	113.03017	50.4994	18.837915	40.627274	18.851734	17.127281	1.6629139	4.8079047	0	48.237953	41.892723	8.709075	2.0233872	26.060732	25.255203	54.000805	0	17.407238	0	3.4317951	40.389584	23.981142	8.042521	4.3471847	9.646167	140.9503	3.4100628	3.042703	19.702621	1.1599249	2.109274	45.522102	0	135.78911	27.87062
1126415_scaffold02610	0.44969475	0.23783922	73.37784	6.560533	0	29.453547	8.652823	0.58792734	0	6.7430964	74.958275	0	0	13.215929	18.104353	0	0.4860671	2.47276	3.0869565	0.7788597	8.107613	1.6863708	16.741491	6.5580673	1.1092088	7.29296	1.4325454	1.244127	0	7.4016504	81.423546	21.310991	0.21318349	1.4618294	222.87096	0	18.827091	10.749866	0	21.864878	0.5160026	2.1839247	5.116346	35.967133	0	1.1117631	0.7797098	33.406136	13.214595	18.628426	7.882328	17.604584	6.232219	0	0.59668225	0	243.02689	2.005686	9.177584	7.0206556	0	82.52885	4.835107	0.4303883	0	2.9665408	1.5456649	2.0441217	0.88594854	18.477097	5.16152	1.5724108	21.487228	12.595803	7.526034	0.60257167	0	3.3841002	0.40211958	76.53254	4.419038	23.557865	1.5211525	3.245003	0	2.8775973	1.5388538	13.778527	2.1080923	0	6.439473	5.184974	0	10.591226	7.7579894	9.837247	83.55332	27.527119	11.09469	2.0524347	0.14337426	1.708509	0	12.569816	0	0.31032643	6.299335	7.0808077	0.5181227	3.1715827	15.925325
1126415_scaffold02696	0	0.32363647	41.225853	1.8379437	1.2440298	1.1758976	5.586743	0.24000423	0	1.0322524	0.662009	0	0	2.5048296	0	0.70944345	1.1574659	0.16458134	0.28640002	1.3247783	2.9639075	1.4562557	0.14728937	6.64015	0.6792033	0.55425453	1.3645215	0	0	0	27.186049	13.327381	0	0.9393275	0.22414531	1.0893444	1.0064492	3.8667572	0.72509485	24.190226	0.2633038	1.3372855	0.24173604	47.345856	0	1.3065232	0.79573464	37.161053	2.9603815	1.1495191	1.8139169	0.43820482	5.9888997	0	0.24357817	1.9143134	0.39665326	0.62981766	5.4454665	2.7465625	0	43.22297	5.921375	1.537318	0.7044989	0.20879377	0.6495307	1.1473732	0.13910104	0	0.4916427	1.108026	13.76927	4.7686696	0	0	1.2737134	0.5920544	0	29.889519	6.3138022	21.684969	1.0015584	0.17901054	0	0.2669762	0.5889302	5.1445265	0.9163448	0	2.2858498	0.5399527	0.5500295	1.9548007	1.1493046	11.712661	0.45196387	1.5887995	2.973641	1.4836868	0	1.2071233	0.72740555	12.461633	0.15167981	0.039588038	0.2009	1.5175301	0	0.7356286	2.8347604
1126415_scaffold02749	0	0.90070575	109.07032	1.3286083	0	0	0	0	8.246312	0	0	0	0	1.3649781	0	0	0.16734122	1.7211305	1.0627651	1.6088562	0.12498163	2.8135655	1.3415493	0.8533361	0	2.0032907	0.1479573	0.90703714	0	0	7.332489	4.137328	0.9541215	0.16775759	0.056710362	0	6.203928	1.2740874	0.5870533	3.5972373	0	0	0.39143002	5.0248313	0	2.2965202	1.1274285	8.108156	0.91544175	5.548267	6.2255383	1.4782528	0.8457122	0	0	0.12915598	0.11469269	0.902974	0	1.2085216	0	120.50903	0.59926003	0.8890341	0.14259459	0.63391584	1.4085935	1.6889809	0.91503245	0	2.84318	0.5026759	2.2364645	0	0.040067516	1.5558822	0	0.19972531	1.7651113	7.286267	1.7343602	2.385414	3.2435381	1.2681465	0	5.403751	5.960142	0	0.40320313	6.360114	0.43375227	0.43715802	0	1.1637143	0.06461829	0.33867276	0	0	0.11574652	2.5614395	0.7404048	0	0	0.18546365	0	0	0.4574622	6.0700026	0	0	0.9562862
1126415_scaffold02855	0	0	120.50866	1.7665908	0.1430793	0.2282229	0.37309158	0.12421595	0.22795741	0	0.30455792	0	0	0	3.0320487	0.18358883	0.08557928	0.795016	0.09881896	0.41138923	0.12783268	0.22839268	0.15246138	0.054550137	14.529768	0.24587871	0	0.5411748	0	0.9822887	0.8628038	3.6392689	0	0	0	0	0	0	0.30022252	0.9198242	0	15.226683	0.7506736	34.32423	0	0	0.16473532	31.584425	0.0851204	0	0.081635304	0.15119742	0.0480558	0	0.12606567	0	0	0.43462232	0.4509346	0	0	102.56769	1.2258604	0.6819859	1.020932	0.432251	0	0.21593869	0.71992767	2.2829232	0.43620563	0.23729669	3.8711238	0	0.8606121	0.21218328	0	0	0	0.37638783	1.120373	1.9518634	0.10367278	0	0	0.460585	0.40640688	0.35501167	0.12372026	0.3199278	1.6267054	0	0	0	0.06609235	0.5195977	0.62377924	0.44852442	0.1183869	0.09034035	0	0.27766916	0	0.7587776	0.942036	0	0.7278409	0.14960168	1.0946777	0	0
1126415_scaffold02909	191.65562	60.531452	163.10983	83.95106	39.429527	28.4901	190.37886	75.358795	1064.7198	26.101883	27.51535	60.086796	0.33368614	66.23711	18.599533	85.80436	56.41102	39.724934	292.67288	317.96167	20.517344	158.94086	92.494606	217.45287	19.39827	70.489006	25.307503	77.182335	240.22896	13.088661	108.46701	55.958893	28.26487	27.308628	84.49024	7.9677157	25.6215	26.02728	174.10666	43.53684	289.15482	17.932226	15.2057705	130.81152	52.732166	41.098892	178.26398	137.14905	28.956478	23.560453	166.46062	88.82791	211.50198	75.96237	65.28243	38.93814	87.86531	38.114388	171.8354	35.686028	235.23895	167.97873	20.211473	330.78888	107.17962	286.56177	20.166733	443.47617	77.97775	19.645714	67.95683	16.0091	60.21382	88.82267	12.493301	32.12806	17.449453	39.90175	34.8405	106.38385	19.50895	38.51929	156.24521	21.697374	0	87.22173	88.818016	105.717476	16.901596	1120.3105	79.565636	42.87853	1.1494408	37.366684	27.754066	105.949936	23.297792	25.50549	21.8694	444.84192	30.960075	47.929825	86.950714	95.35995	117.28166	21.551243	14.431891	160.37738	296.42044	49.501118	62.794674
1126415_scaffold02972	0	0	231.6966	51.812836	0	0	0.38035452	0	0.11619753	0	0	0	0	0	1.6049805	0	0	0	0	0	0	2.0024135	0	2.1688704	0	0	0	0	0	3.124402	18.94523	4.3140864	0	0	0	0	0	0	0	0	0	0	1.7856693	0	0	0	0	0	0	0	0	0	3.4783823	0	0	0	0	0	1.6089952	0	0	230.58244	1.0414368	0	0	0	0	0	0	1.3382348	0	17.297003	5.202182	1.7503343	3.8436968	0	0	0	0	17.72763	1.3325473	0	2.5365834	0	0	0	0	3.257304	16.18652	0.10871862	44.022247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4310188	0	0	0	0
1126415_scaffold03000	17.677074	37.99735	70.71219	9.463792	2.1980202	10.128497	14.328816	489.39914	1.6342384	718.1552	8.8115425	0	0	40.44382	6.50913	121.462555	41.544224	24.484629	61.735325	0.56176585	5.2367945	9.356336	63.86263	77.65587	4.8002143	8.561769	9.815853	231.6741	0	0.68408763	2.650922	0	51.356583	8.78641	254.66852	0	56.06336	72.54629	4.458358	0	3.9078445	8.0334835	9.738164	0	0	16.802992	6.411121	0	70.263916	53.150578	18.393497	61.62985	73.87375	10.0524845	499.7855	2.4352658	266.415	22.589766	11.083794	5.0637674	0	65.74349	3.6617734	0.9312747	0.14936967	56.11095	0.5902079	3.5384586	235.4981	5.3775296	6.7755575	101.7475	0	5.4949217	1.5529358	5.215381	48.94765	49.583916	5.873221	1.3877195	2.964195	0.19990014	11.413974	1.3283997	0	11.792705	13.943426	5.9991565	97.52302	1.0921805	10.147397	49.456295	0	6.338829	721.83	13.658417	10.061787	11.3307905	4.4861007	5.088715	48.861755	108.63122	123.68957	13.210738	0.32159546	48.346893	9.637195	17.619678	1.6816716	111.51845	43.875423
1126415_scaffold03349	0	0	70.79422	0	0	0	0	0	0	0.15429103	0	0	0	0	0	0	0	0.123000085	0	0	0	1.632502	0	0.2953884	0	0	0.10926182	0	0	0	17.75388	2.4747827	0	0.12388372	0	0	1.538532	0	0.32514036	0	0	0	6.991609	1.5902916	0	0	0	1.1465653	0	2.0816526	0	0	0.156133	0	0	0	0	0.29418442	0	0	0	81.77829	0	0	0	0	0.9361819	0	0	0	0	0	2.667903	0	0	0	0	0	0	15.40831	0	0	1.7964385	1.6054052	0	0	0	0	0	0	0	0	0	0	0.28631148	0	0	0	0	0	0	0	0	0	0	1.7751704	7.150555	0	0	0	0
1126415_scaffold03770	0	44.49093	55.863316	7.863855	6.623837	22.627886	179.41525	15.814043	66.353615	4.039727	15.509416	113.36684	0	10.3874445	7.3558383	41.221222	40.90643	31.547281	42.08826	1.745811	2.5151486	31.297289	2.6468174	1.3258305	1.0849253	12.141784	7.414594	4.026474	0	4.183694	9.217706	6.3669567	13.379799	6.4871745	8.525792	0	32.664555	2.0468848	195.97255	2.9571626	0.9463237	0.53402823	199.30461	5.9482617	0	68.00517	209.34467	6.1265235	2.8569624	25.106289	36.65917	4.724774	0.8898948	0	16.195438	6.268548	8.349864	31.941744	174.05328	11.587987	0	57.30776	8.394424	1.1839668	443.26794	44.14928	101.492455	10.371736	3.9161522	5.416491	10.433609	72.27622	8.349704	10.680687	4.3636394	20.505507	51.20325	31.681555	28.269598	9.235157	9.617104	5.0828204	29.45704	95.86221	0	204.80475	215.07385	9.039371	73.79075	64.551346	10.440442	30.27352	0	8.816473	4.7425914	2.004559	18.951042	26.73414	1.0961412	6.691672	12.095305	14.622171	38.16911	3.9518447	429.2092	27.7922	203.61589	38.005276	0.6334745	12.866866	10.641045
1126415_scaffold04049	0	4.3291674	226.13788	0	2.063992	2.01192	0	2.8371415	0	60.712666	0	0	0	7.6722603	0.91122615	1.9862721	3.4978206	5.2564015	0	0.65938896	4.4564586	0.38437948	0.1832778	13.180803	0	0.09852573	0.6064022	34.758507	0	0.6612675	18.988718	0.8139274	1.7145875	1.1000859	0.48809704	0	5.8064117	16.11311	1.8045264	1.7200471	0.327639	0	6.316829	1.7652214	0	0.5989631	0.990163	1.9090286	15.041842	5.2814426	0.49067962	1.0905501	11.611595	0	3.0309362	1.9056427	0.49357083	5.224708	0	1.6345297	0	207.05774	2.9472773	0.40991652	0	0.12990506	0.23092455	1.6873058	35.39665	0.9605265	0.34958276	2.1869974	0.10576315	0	0.3448547	1.6579617	2.1132407	0.982288	0.76598483	19.45602	3.367074	1.4078314	0.87239426	0.22274968	0	0	0	0	2.3796375	0	0	1.3437676	0	2.0031805	60.78027	4.580561	0.09373266	0.988502	6.6888504	2.606412	1.8207271	6.675866	2.5343878	5.2448416	0	4.679787	6.562174	0.089920044	0.32898515	3.661483	4.938361
